customer_id,merchant_id,loan_id,application_date,currency,transaction_fee,merchant_status,store_id,term,risk_score,disbursed_date,loanamount,paid_date,city,state,channel,is_disbursed,first_vintage_pay,full_name,age,gender,tel_number,email,merchant_name,merchant_size,store_name,fraud_score
619707858029h7yh2ig6x6xy,595739747297084,loan_0266376,24/11/2021 13:14,MXN,0.04,7 Live,NA,8,0.6,24/11/2021,1733.92,19/02/2022,Mazatlán,Sinaloa,Social Media,TRUE,24/11/2021,Alejandra Green,42,M,3326907935,email_2036@gmail.com,merchant_name_52,extra-large,NA,0.4
618zi9y9gh8i5y092y94ih8z,721185222700064,loan_5146396,25/11/2021 15:51,MXN,0.05,7 Live,NA,6,0.2,25/11/2021,2181.28,25/02/2022,Atlixco,Puebla,Social Media,TRUE,25/11/2021,Simonita Estrada,59,M,3345519184,email_1643@gmail.com,merchant_name_74,large,NA,0.1
5h5ix662yyz96z20x0859678,763169811475744,loan_4576876,25/11/2021 22:34,MXN,0,7 Live,NA,8,0.7,25/11/2021,2395.75,01/04/2022,Puebla,Puebla,Social Media,TRUE,25/11/2021,Keanu Marrujo,64,H,3399972843,email_1559@gmail.com,merchant_name_4,small,NA,0.2
61z2z485i931gg136508hy04,721185222700064,loan_8130480,27/11/2021 16:29,MXN,0.05,7 Live,NA,8,0.2,27/11/2021,1868.2451999999998,NA,Cuautlancingo,Puebla,Social Media,TRUE,27/11/2021,Karla Valdez,55,M,3308939545,email_1352@gmail.com,merchant_name_74,large,NA,0.3
615g852152z687hz78454g54,378236337135622,loan_4271788,27/11/2021 21:04,MXN,0.036,7 Live,NA,4,0.8,27/11/2021,722.6999999999999,31/01/2022,Mérida,Yucatán,Social Media,TRUE,09/10/2021,Michaela Vasquez,50,M,3315033962,email_2489@gmail.com,merchant_name_202,small,NA,0.4
61z333x1x586xgz7058zi253,522186628800710,loan_1059282,28/11/2021 02:02,MXN,0.04,7 Live,NA,4,0.8,28/11/2021,4150.9259999999995,13/12/2021,Villa Hidalgo,Jalisco,Social Media,TRUE,28/11/2021,Daniel Gutierrez,19,H,3361706315,email_433@gmail.com,merchant_name_2,medium,NA,0.2
6170y450gy40735z8z116h6z,756655143006038,loan_6228460,29/11/2021 01:12,MXN,0.055,7 Live,NA,4,0.6,29/11/2021,478.15,13/02/2022,Juárez,Chihuahua,Social Media,TRUE,20/10/2021,Roger Deleon,26,H,3357757665,email_2128@gmail.com,merchant_name_187,large,NA,0.7
615y70hg4329x33553555832,763169811475744,loan_7542468,29/11/2021 08:50,MXN,0,7 Live,NA,8,0.4,29/11/2021,3321.03,NA,Coyoacán,Ciudad de México,Social Media,TRUE,29/11/2021,Omar Rodriguez Rios,56,H,3387139738,email_2586@gmail.com,merchant_name_4,small,NA,0.5
618hxx24i39i6614hh89h163,751699321172960,loan_9565290,29/11/2021 16:58,MXN,0.055,8.1 Cancelled by Kueski,NA,6,0.8,29/11/2021,740.22,30/11/2021,Bahía de Banderas,Nayarit,Social Media,TRUE,22/11/2021,Alexandra Contreras Castillo,60,M,3347481657,email_985@gmail.com,merchant_name_121,small,NA,1
61981g7zi8zg7gyiz14x9x24,522186628800710,loan_8833026,30/11/2021 09:57,MXN,0.04,7 Live,NA,8,0.2,30/11/2021,4934.33,31/03/2022,San Nicolás de los Garza,Nuevo León,Social Media,TRUE,19/11/2021,Brenda Hernandez,37,M,3304514007,email_1853@gmail.com,merchant_name_2,medium,NA,0.4
61z650y988iy083h52i8h81x,656026240300106,loan_4918008,30/11/2021 16:12,MXN,0.048,8.1 Cancelled by Kueski,NA,6,0.5,30/11/2021,2555.8905999999997,07/03/2022,San Felipe del Progreso,Estado de México,Social Media,TRUE,30/11/2021,Annamaria Montalvo,40,M,3366642768,email_1578@gmail.com,merchant_name_30,extra-large,NA,0.2
61z6g4217h05iz23y42h9i74,716969385140422,loan_0420500,30/11/2021 17:45,MXN,0.044,7 Live,NA,8,0.4,30/11/2021,1246.84,NA,Torreón,Coahuila de Zaragoza,Social Media,TRUE,30/11/2021,Dominic Rivera,24,H,3397675688,email_2864@gmail.com,merchant_name_39,medium,NA,0.1
6195i5gi3955410hyi5064yz,716325710471686,loan_4517360,30/11/2021 22:56,MXN,0.035,7 Live,NA,8,0.4,30/11/2021,3625.6544999999996,21/12/2021,Ecatepec de Morelos,Estado de México,Social Media,TRUE,19/11/2021,Jackeline Sebesta,45,M,3369011056,email_1752@gmail.com,merchant_name_35,extra-large,NA,0.7
6188xx275x64ggigg965ih5g,522186628800710,loan_2593554,02/12/2021 02:47,MXN,0.04,7 Live,NA,6,0.2,02/12/2021,3714.97,17/02/2022,Juárez,Chihuahua,Social Media,TRUE,08/11/2021,Jorge Blanco,49,H,3363139481,email_2193@gmail.com,merchant_name_2,medium,NA,0.7
61g12z08hgg9z7312zi07366,522186628800710,loan_5292048,08/12/2021 15:56,MXN,0.04,7 Live,NA,12,0.5,08/12/2021,581.08,NA,Santa Catarina,Nuevo León,Social Media,TRUE,08/12/2021,Vrenda Martinez,47,M,3389522912,email_160@gmail.com,merchant_name_2,medium,NA,0.3
610g53h762g7hg0h7y4975z3,559452600411028,loan_6299712,11/12/2021 08:16,MXN,0.04,7 Live,NA,6,0.8,11/12/2021,1299.14,NA,Tampico,Tamaulipas,Social Media,TRUE,25/11/2021,Karla Rodriguez,59,M,3379435802,email_1030@gmail.com,merchant_name_90,extra-large,NA,0.6
61g52y4g97032y20zg653839,701630404370550,loan_9572062,11/12/2021 16:55,MXN,0.035,7 Live,NA,2,0.8,11/12/2021,327.77,17/01/2022,Guadalupe,Nuevo León,Social Media,TRUE,11/12/2021,Danielle Villa Rios,36,M,3390974670,email_986@gmail.com,merchant_name_14,medium,NA,0.4
61z0436z8h3gg7ix90ix49i3,505218538414430,loan_7483900,12/12/2021 20:48,MXN,0.045,7 Live,NA,6,0.9,12/12/2021,1905.3073000000002,12/03/2022,Cajeme,Sonora,Social Media,TRUE,25/11/2021,Isabel Valdez,56,M,3346586479,email_1162@gmail.com,merchant_name_103,extra-large,NA,0.6
61g7580zi27g292194868ggy,706756246513214,loan_8934096,13/12/2021 08:26,MXN,0.055,7 Live,NA,4,0.6,13/12/2021,546.04,14/02/2022,Chimalhuacán,Estado de México,Social Media,TRUE,13/12/2021,Ruby Delgiudice,31,M,3321532782,email_737@gmail.com,merchant_name_64,large,NA,0.4
6171zg98386986gxx062862h,469183175598082,loan_0961616,15/12/2021 12:32,MXN,0.05,7 Live,NA,6,0.9,15/12/2021,1948.9904999999999,15/03/2022,Uruapan,Michoacán de Ocampo,Social Media,TRUE,21/10/2021,Alysha Aguilar,35,M,3345726171,email_447@gmail.com,merchant_name_40,extra-large,NA,0.5
593i0i291hxy16i47y7746g7,789260705999920,loan_8606534,15/12/2021 21:14,MXN,0,7 Live,NA,6,0.3,15/12/2021,8622.75,NA,Azcapotzalco,Ciudad de México,Social Media,TRUE,15/12/2021,Michael Ascencio Molina,56,H,3327548772,email_87@gmail.com,merchant_name_23,medium,NA,0.1
5h7954i0930iyg25x08y1z53,716325710471686,loan_9061580,16/12/2021 03:15,MXN,0.035,7 Live,NA,12,0.5,16/12/2021,5839.2699999999995,NA,Cajeme,Sonora,Social Media,TRUE,16/12/2021,Cole Alvarado,32,H,3311725213,email_1286@gmail.com,merchant_name_35,extra-large,NA,0.6
619ix935yy6366144297yz6h,522186628800710,loan_5864704,19/12/2021 21:25,MXN,0.04,7 Live,NA,4,0.5,19/12/2021,800.81,15/02/2022,Querétaro,Queretaro de Arteaga,Social Media,TRUE,25/11/2021,Victoria Chacon,43,M,3326007875,email_1212@gmail.com,merchant_name_2,medium,NA,0.4
61894870x0538630ih933x1h,522186628800710,loan_9998382,20/12/2021 09:59,MXN,0.04,7 Live,NA,12,0.2,20/12/2021,4082.89,NA,Sabinas,Coahuila de Zaragoza,Social Media,TRUE,10/11/2021,Carina Montoya,27,M,3331128813,email_1539@gmail.com,merchant_name_2,medium,NA,0.6
615yx8y7z8hh7xiy9h799xh8,700139857786944,loan_7198634,22/12/2021 12:35,MXN,0.05,7 Live,NA,4,0.9,22/12/2021,636.56,02/02/2022,Guaymas,Sonora,Social Media,TRUE,05/10/2021,Maritza Reyna,19,M,3360699587,email_1966@gmail.com,merchant_name_406,small,NA,1
61y4h1iyz9gy75998y980gh1,522186628800710,loan_7759988,23/12/2021 13:55,MXN,0.04,7 Live,NA,6,0.6,23/12/2021,7262.7699999999995,14/03/2022,Ocotlán,Jalisco,Social Media,TRUE,23/12/2021,Rasputin Saldivar,62,H,3356670957,email_1986@gmail.com,merchant_name_2,medium,NA,0.1
61666z822x2izg92408x3zx3,645792021096042,loan_4040734,23/12/2021 14:15,MXN,0.04,7 Live,NA,4,0.8,23/12/2021,507.34999999999997,30/03/2022,Cuauhtémoc,Ciudad de México,Social Media,TRUE,16/12/2021,Uriel Perez,58,H,3312785814,email_777@gmail.com,merchant_name_44,extra-large,NA,1
61y74083150i20g6370zy91g,710935702676110,loan_3132594,25/12/2021 10:02,MXN,0.055,7 Live,NA,4,0.9,25/12/2021,1494.31,07/03/2022,San Luis Potosí,San Luis Potosi,Social Media,TRUE,25/12/2021,Robert Archuleta,30,H,3306801016,email_1226@gmail.com,merchant_name_157,extra-large,NA,1
5h880xgiy24058534h6038g2,672687626399716,loan_6621606,27/12/2021 21:13,MXN,0.045,7 Live,NA,2,0.9,27/12/2021,726.35,31/01/2022,Gustavo A. Madero,Ciudad de México,Social Media,TRUE,09/11/2021,Estefania Pena,65,M,3323060065,email_1900@gmail.com,merchant_name_36,extra-large,NA,0.6
6188gi6x3g3738yi6gzy92h0,787126325362586,loan_4476812,02/01/2022 01:10,MXN,0.055,7 Live,NA,6,0.9,NA,1875.0049999999999,NA,Iztapalapa,Ciudad de México,Social Media,FALSE,11/11/2021,Isabel Clarke,50,M,3367118851,email_12@gmail.com,merchant_name_164,medium,NA,0.1
61705i1393zx0xzi18ig2i5g,733502182269122,loan_5084860,02/01/2022 14:00,MXN,0.055,7 Live,NA,4,0.7,02/01/2022,652.88,28/02/2022,Ecatepec de Morelos,Estado de México,Social Media,TRUE,20/10/2021,Dillon Limon,62,H,3303923009,email_2162@gmail.com,merchant_name_407,medium,NA,0.5
61h24x4xg5553gg5ziy2xyg5,705065522569400,loan_2587318,02/01/2022 19:15,MXN,0.03,7 Live,2334554539107221674,8,0.3,02/01/2022,4379.2699999999995,04/05/2022,Campeche,Campeche,Organic,TRUE,02/01/2022,Esequiel Brown,58,H,3305425222,email_1964@gmail.com,merchant_name_16,large,store_name_98,0.9
61yh5623209zy272g2g95yyx,559452600411028,loan_9942044,02/01/2022 19:31,MXN,0.04,7 Live,NA,8,0.4,02/01/2022,1779.4479999999999,13/05/2022,Aguascalientes,Aguascalientes,Social Media,TRUE,02/01/2022,Luis Molina,54,H,3378243540,email_1696@gmail.com,merchant_name_90,extra-large,NA,0.7
61z30yigh8299i7400zyygy5,522186628800710,loan_7789226,13/01/2022 14:08,MXN,0.04,7 Live,NA,6,0.3,13/01/2022,4591.08,07/04/2022,Saltillo,Coahuila de Zaragoza,Social Media,TRUE,27/11/2021,Daniel Magdaleno,62,H,3397701114,email_442@gmail.com,merchant_name_2,medium,NA,0.2
618zh96y2184y6z9i59zh526,705065522569400,loan_4953192,14/01/2022 16:44,MXN,0.03,7 Live,2334554527354781848,6,0.7,14/01/2022,911.77,26/05/2022,Centro,Tabasco,Organic,TRUE,14/01/2022,Isaac Arteaga,65,H,3332853161,email_800@gmail.com,merchant_name_16,large,store_name_99,0.3
61z91h971273477g2zx7950g,789260705999920,loan_4250748,18/01/2022 22:04,MXN,0,7 Live,NA,6,0.6,18/01/2022,3095.7621000000004,11/04/2022,Lázaro Cárdenas,Michoacán de Ocampo,Social Media,TRUE,09/12/2021,Mikhail Martinez-Villalobos,62,H,3376323372,email_1349@gmail.com,merchant_name_23,medium,NA,0.5
61z39zixxi625y7iy3315z93,773260786809878,loan_5093596,21/01/2022 22:19,MXN,0.05,7 Live,NA,6,0.8,21/01/2022,1613.59,15/04/2022,Manzanillo,Colima,Social Media,TRUE,28/11/2021,Adrian Tekansik,49,H,3381444767,email_2527@gmail.com,merchant_name_320,large,NA,0.5
61z44ihg1xh9282y70557477,757411946443882,loan_3699744,22/01/2022 14:52,MXN,0.055,7 Live,NA,4,0.5,22/01/2022,1909.68,NA,Atizapán de Zaragoza,Estado de México,Social Media,TRUE,28/11/2021,Camerin Hernandez,59,H,3335119131,email_974@gmail.com,merchant_name_31,large,NA,0.9
61xg611z11y2xgy4x270iizy,807343592057752,loan_5151514,22/01/2022 21:08,MXN,0.055,7 Live,NA,1,0.7,22/01/2022,1944.72,25/01/2022,Tepatitlán de Morelos,Jalisco,Social Media,TRUE,22/01/2022,Aaron Castillo Herrera,48,H,3358700476,email_1122@gmail.com,merchant_name_76,medium,NA,0.6
61g94zi3yy35i94i2969zxy9,660311183204736,loan_3376438,24/01/2022 17:29,MXN,0.055,7 Live,NA,4,0.6,24/01/2022,681.93,27/03/2022,Isla Mujeres,Quintana Roo,Social Media,TRUE,24/01/2022,Lorena Carrola,19,M,3342976537,email_2363@gmail.com,merchant_name_193,small,NA,0.9
61i494i3x583450z61yh3i05,311062671139062,loan_6907604,28/01/2022 19:14,MXN,0.04,7 Live,NA,6,0.8,28/01/2022,903.38,06/06/2022,Jiutepec,Morelos,Social Media,TRUE,28/01/2022,James Rey,33,H,3353839356,email_1906@gmail.com,merchant_name_93,small,NA,0.9
604zhig98796g42434750y21,522186628800710,loan_5354264,31/01/2022 01:03,MXN,0.04,7 Live,NA,6,0.7,31/01/2022,3858.8894999999998,15/03/2022,Delicias,Chihuahua,Social Media,TRUE,19/11/2021,Genesis Lattin,52,M,3327884805,email_862@gmail.com,merchant_name_2,medium,NA,1
619xig3yh6i8hz3i6811y84i,696504755171316,loan_2070670,31/01/2022 02:13,MXN,0.04,7 Live,NA,6,0.7,31/01/2022,3071.15,NA,Mérida,Yucatán,Social Media,TRUE,30/11/2021,Nicolas Lazcano,28,H,3329624387,email_1239@gmail.com,merchant_name_156,extra-large,NA,1
6192g997z594166x9568430h,595739747297084,loan_3608040,31/01/2022 16:38,MXN,0.04,7 Live,NA,6,0.9,31/01/2022,739.86,28/04/2022,Zapopan,Jalisco,Social Media,TRUE,29/11/2021,Daniel Cackovic,21,H,3327929552,email_614@gmail.com,merchant_name_52,extra-large,NA,0.5
61i86h8h68iz4g619906y940,822438732769006,loan_0622470,31/01/2022 17:15,MXN,0.055,7 Live,NA,2,0.3,31/01/2022,823.5202999999999,16/02/2022,Guadalupe,Nuevo León,Social Media,TRUE,31/01/2022,Brayton Martinez,57,H,3340470110,email_2210@gmail.com,merchant_name_408,extra-large,NA,0.6
618z0579807ihz63hh2z7h39,779960071765062,loan_0410128,03/02/2022 20:12,MXN,0.045,7 Live,NA,8,0.9,03/02/2022,2554.27,27/05/2022,Coyoacán,Ciudad de México,Social Media,TRUE,08/11/2021,Jerry Silerio-Romero,25,H,3390024054,email_2080@gmail.com,merchant_name_316,extra-large,NA,0.2
620200xhh5y5z38y1g65zhi6,790043950327024,loan_0935376,07/02/2022 23:39,MXN,0.055,7 Live,NA,4,0.8,07/02/2022,589.11,24/03/2022,Puebla,Puebla,Social Media,TRUE,07/02/2022,Natasha Rico,25,M,3351116113,email_1081@gmail.com,merchant_name_336,large,NA,0.6
619471zxiz8zxgz5h636zg43,681957709325476,loan_7753730,11/02/2022 15:45,MXN,0.045,7 Live,NA,6,0.9,11/02/2022,817.35,13/05/2022,San Pablo Etla,Oaxaca,Social Media,TRUE,16/11/2021,Aime Cabral,38,M,3368451262,email_2239@gmail.com,merchant_name_124,medium,NA,0.5
620710hghxz6iz97g586yy0h,645736429790794,loan_8404654,12/02/2022 00:10,MXN,0.045,7 Live,NA,4,0.5,12/02/2022,1524.24,17/04/2022,Macuspana,Tabasco,Social Media,TRUE,12/02/2022,Sierra Medina Morazan,55,M,3321554705,email_344@gmail.com,merchant_name_61,small,NA,0.3
61ygg622464z7887g68ig68y,751721525818318,loan_9046980,12/02/2022 16:44,MXN,0.055,7 Live,NA,4,0.9,12/02/2022,564.36,19/04/2022,Tonalá,Jalisco,Social Media,TRUE,28/12/2021,Augustin Garcia,28,H,3374336874,email_1195@gmail.com,merchant_name_409,large,NA,0.3
6209i398y5642i5g09258gg6,522186628800710,loan_9060242,15/02/2022 16:09,MXN,0.04,7 Live,NA,4,0.7,15/02/2022,4671.42,17/03/2022,Chimalhuacán,Estado de México,Social Media,TRUE,15/02/2022,Alicia Armendariz,63,M,3354452575,email_2500@gmail.com,merchant_name_2,medium,NA,0.7
620g29h28yyh7zg62i428gh0,710903255540324,loan_0855628,17/02/2022 20:24,MXN,0.055,7 Live,NA,6,0.7,17/02/2022,1459.27,13/05/2022,Milpa Alta,Ciudad de México,Social Media,TRUE,17/02/2022,David Becerra,37,H,3348150021,email_322@gmail.com,merchant_name_177,medium,NA,0.4
620i81yhiy149h1560h4ih9z,829663522074488,loan_7346910,18/02/2022 15:59,MXN,0.055,8.1 Cancelled by Kueski,NA,6,0.4,18/02/2022,1804.56,NA,Irapuato,Guanajuato,Social Media,TRUE,18/02/2022,Sergio Barron,22,H,3398655639,email_2283@gmail.com,merchant_name_65,small,NA,0.8
61707i735g8iyi50y131i697,701630404370550,loan_4455330,22/02/2022 17:45,MXN,0.035,7 Live,NA,1,0.9,22/02/2022,326.31,06/03/2022,Benito Juárez,Quintana Roo,Social Media,TRUE,20/10/2021,Ivan Ortiz,25,H,3301016572,email_1229@gmail.com,merchant_name_14,medium,NA,0.8
61gy17yz27g8h691g37h2i62,701630404370550,loan_5127070,24/02/2022 17:39,MXN,0.035,7 Live,NA,8,0.9,24/02/2022,1232.24,10/06/2022,San Pablo del Monte,Tlaxcala,Social Media,TRUE,16/12/2021,Desiree Murrietta,43,M,3391089491,email_116@gmail.com,merchant_name_14,medium,NA,0.1
621gz8h6yxyh9gg1x25gy455,793066919444306,loan_9508364,27/02/2022 10:37,MXN,0.055,7 Live,NA,6,0.4,27/02/2022,743.3589999999999,31/05/2022,Guadalajara,Jalisco,Social Media,TRUE,27/02/2022,Chasey Medina,32,M,3352629846,email_503@gmail.com,merchant_name_410,large,NA,0.7
619g4598gyhhi3h6i8685105,522186628800710,loan_7856088,06/03/2022 17:50,MXN,0.04,7 Live,NA,6,0.3,06/03/2022,3405.45,20/05/2022,Monterrey,Nuevo León,Social Media,TRUE,22/11/2021,Jorge Ceniceros,54,H,3380038383,email_871@gmail.com,merchant_name_2,medium,NA,0.1
611305z505zg61hh48473y41,694956838890276,loan_0595496,11/03/2022 18:00,MXN,0.05,7 Live,2350251362577301524,8,0.2,11/03/2022,2116.27,15/07/2022,Puebla,Puebla,Organic,TRUE,11/03/2022,Griselda Baca,56,M,3312531728,email_2552@gmail.com,merchant_name_258,small,store_name_58,0.4
61z5573g22g023gy3y8zy144,522186628800710,loan_1160986,12/03/2022 08:17,MXN,0.04,7 Live,NA,6,0.7,12/03/2022,6167.04,14/06/2022,Tijuana,Baja California,Social Media,TRUE,29/11/2021,Angelica Rivera San Miguel,28,M,3356243354,email_2945@gmail.com,merchant_name_2,medium,NA,0.8
5hgz2y795i6z61721026h3xi,522186628800710,loan_4283802,12/03/2022 11:29,MXN,0.04,7 Live,NA,8,0.3,12/03/2022,3422.97,NA,García,Nuevo León,Social Media,TRUE,18/02/2022,Ari Garcia,31,M,3318821696,email_345@gmail.com,merchant_name_2,medium,NA,0.4
61hig0130ihy2gyx945x24gx,645792021096042,loan_5219474,13/03/2022 20:10,MXN,0.04,7 Live,NA,4,0.6,13/03/2022,729.27,16/05/2022,Coyoacán,Ciudad de México,Social Media,TRUE,19/01/2022,Carolina Aguilar-Nunez,63,M,3387799212,email_1259@gmail.com,merchant_name_44,extra-large,NA,1
615g852152z687hz78454g54,311062671139062,loan_3108258,14/03/2022 16:15,MXN,0.04,7 Live,NA,6,0.6,14/03/2022,985.50,04/05/2022,Mérida,Yucatán,Social Media,TRUE,09/10/2021,Michaela Vasquez,50,M,3315033962,email_2489@gmail.com,merchant_name_93,small,NA,0.6
61665h54629i619z00zh79xx,806604211758064,loan_3892950,15/03/2022 15:33,MXN,0.055,7 Live,NA,6,0.7,15/03/2022,1970.27,13/06/2022,Campeche,Campeche,Social Media,TRUE,13/11/2021,Jose Vallejos,28,H,3332564700,email_872@gmail.com,merchant_name_339,medium,NA,0.3
6231454z293g7ig171934924,522186628800710,loan_8902788,15/03/2022 20:13,MXN,0.04,7 Live,NA,8,0.2,15/03/2022,7518.2699999999995,16/07/2022,Cuauhtémoc,Ciudad de México,Social Media,TRUE,15/03/2022,Marlene Harmon,65,M,3390575970,email_2963@gmail.com,merchant_name_2,medium,NA,0.6
62183654i2632150i6z3i0zi,743690465452574,loan_1544860,16/03/2022 23:56,MXN,NA,7 Live,NA,6,0.1,NA,1386.27,NA,Córdoba,Veracruz,Social Media,FALSE,29/03/2022,Paola Azpeitia,59,M,3362052736,email_2767@gmail.com,merchant_name_130,large,NA,0.8
61h917x64232ix60642i48g2,716325710471686,loan_4590186,17/03/2022 13:09,MXN,0.035,7 Live,NA,8,0.7,17/03/2022,4744.2699999999995,NA,Cuautlancingo,Puebla,Social Media,TRUE,17/03/2022,Elier Martinez,22,H,3343491565,email_2361@gmail.com,merchant_name_35,extra-large,NA,0.7
62390x73g4gh6yy55zgz9ig8,748011781366890,loan_3626874,21/03/2022 17:51,MXN,0.03,7 Live,2334554624654246292,8,0.2,21/03/2022,4890.2699999999995,NA,Ecatepec de Morelos,Estado de México,Organic,TRUE,21/03/2022,Heidi Guerra,47,M,3336128475,email_2362@gmail.com,merchant_name_15,medium,store_name_1,0.8
57igxh5i387h424x80hyy9z8,863364259789988,loan_5792542,22/03/2022 10:08,MXN,0.055,8.1 Cancelled by Kueski,NA,4,0.3,22/03/2022,2239.84,NA,Coacalco de Berriozábal,Estado de México,Social Media,TRUE,22/03/2022,Jason Cordova,27,H,3300998545,email_262@gmail.com,merchant_name_411,extra-large,NA,0.8
623g56xygi4070ghh1y8z30h,158823646240768,loan_5098940,23/03/2022 11:37,MXN,0.025,7 Live,NA,6,0.6,23/03/2022,3257.90,15/06/2022,Los Cabos,Baja California Sur,Social Media,TRUE,23/03/2022,Lucas Lopez,26,H,3332180568,email_22@gmail.com,merchant_name_18,medium,NA,0.7
624222h0859806833i0yg861,695803677257170,loan_4126166,28/03/2022 15:11,MXN,0.055,7 Live,NA,6,0.9,28/03/2022,1715.50,24/06/2022,Comonfort,Guanajuato,Social Media,TRUE,28/03/2022,Carlos Garcia,28,H,3352356189,email_142@gmail.com,merchant_name_78,medium,NA,0.6
62431i806g4g4x8i380y044h,158823646240768,loan_5328938,29/03/2022 09:50,MXN,0.025,7 Live,NA,6,0.6,29/03/2022,7084.96,01/07/2022,San Nicolás de los Garza,Nuevo León,Social Media,TRUE,29/03/2022,Christian Rivera,50,H,3352442339,email_141@gmail.com,merchant_name_18,medium,NA,0.2
617y6y48h70g7940i7z1950g,595954176892948,loan_1407064,30/03/2022 14:33,MXN,0.055,7 Live,NA,4,0.9,30/03/2022,327.77,09/05/2022,Guadalajara,Jalisco,Social Media,TRUE,29/10/2021,Elvis Diaz,60,H,3351981791,email_2851@gmail.com,merchant_name_394,small,NA,0.8
6244yh12225y7x0h23hg360z,716945251115144,loan_4756166,30/03/2022 15:35,MXN,0.04,7 Live,NA,6,0.4,30/03/2022,1532.27,NA,Veracruz,Veracruz,Social Media,TRUE,30/03/2022,Miriam Gonzales,54,M,3359659796,email_2593@gmail.com,merchant_name_10,small,NA,0.7
6164xz6x10h799gg0g7y8g50,721230026255460,loan_0804924,30/03/2022 20:41,MXN,NA,7 Live,NA,4,0.8,NA,1143.91,NA,Angostura,Sinaloa,Social Media,FALSE,11/10/2021,Juan Garcia Carvajal,53,H,3330753726,email_1673@gmail.com,merchant_name_369,extra-large,NA,0.4
61gx805hi13770y9i104i20g,651691552943756,loan_7671578,01/04/2022 12:10,MXN,0.055,7 Live,NA,6,0.8,01/04/2022,1011.05,04/07/2022,Tlajomulco de Zúñiga,Jalisco,Social Media,TRUE,18/12/2021,Eric Rupert,18,H,3369356419,email_457@gmail.com,merchant_name_381,small,NA,0.3
61z0436z8h3gg7ix90ix49i3,681957709325476,loan_8262494,01/04/2022 23:57,MXN,NA,7 Live,NA,8,0.9,NA,1019.81,NA,Cajeme,Sonora,Social Media,FALSE,25/11/2021,Isabel Valdez,56,M,3346586479,email_1162@gmail.com,merchant_name_124,medium,NA,1
619178gz0zzz4552y693y5hi,792292625754494,loan_2532510,02/04/2022 18:27,MXN,0.055,7 Live,NA,6,0.9,02/04/2022,874.54,29/06/2022,Nezahualcóyotl,Estado de México,Social Media,TRUE,14/11/2021,Cristina Montano,51,M,3321144539,email_2676@gmail.com,merchant_name_412,medium,NA,0.9
5g1h62z34xg3hy6i506918y8,522186628800710,loan_5039594,06/04/2022 09:40,MXN,0.04,7 Live,NA,8,0.6,06/04/2022,2543.32,28/07/2022,Iztacalco,Ciudad de México,Social Media,TRUE,27/01/2022,Joseph Montoya,42,H,3326442158,email_2056@gmail.com,merchant_name_2,medium,NA,0.2
618gi226zz19204h4h31zh6g,858967790331866,loan_5216476,08/04/2022 12:04,MXN,0.053,7 Live,NA,6,0.9,08/04/2022,1878.44,28/05/2022,Benito Juárez,Ciudad de México,Social Media,TRUE,10/11/2021,Christian Arroyo,19,H,3312662365,email_232@gmail.com,merchant_name_345,extra-large,NA,0.2
608830h8943yz0690992h237,703110028993240,loan_6434772,09/04/2022 04:33,MXN,0.055,7 Live,NA,6,0.9,09/04/2022,861.2539999999999,16/07/2022,Guadalajara,Jalisco,Social Media,TRUE,02/01/2022,Schyler Longoria Sanchez,22,H,3318971356,email_2212@gmail.com,merchant_name_13,medium,NA,0.9
6251iy2gh5g1yy74g2y3gg0x,626885734443720,loan_4150264,09/04/2022 16:35,MXN,0.055,7 Live,NA,4,0.8,09/04/2022,400.77,NA,Cuajimalpa de Morelos,Cstado de México,Social Media,TRUE,09/04/2022,Ashley Solis-Gonzales,18,M,3351109792,email_2892@gmail.com,merchant_name_168,extra-large,NA,0.2
625310y3zy0650gh39h3g2i8,721185222700064,loan_1046806,10/04/2022 12:22,MXN,0.05,7 Live,2345269401165521072,4,0.5,10/04/2022,2298.04,11/06/2022,Atlixco,Puebla,Organic,TRUE,10/04/2022,Gabriel Bobian,58,H,3378136778,email_753@gmail.com,merchant_name_74,large,store_name_26,0.8
625355hzgz86hiyz90528x41,705065522569400,loan_0181868,10/04/2022 17:26,MXN,0.03,7 Live,2350251431347110058,6,0.1,10/04/2022,3649.27,14/07/2022,Xochimilco,Ciudad de México,Organic,TRUE,10/04/2022,Erica Moncada Arredondo,60,M,3316593602,email_653@gmail.com,merchant_name_16,large,store_name_2,0.2
620z63439i51gh0590065989,311062671139062,loan_4407264,11/04/2022 15:33,MXN,0.04,7 Live,NA,8,0.8,11/04/2022,2766.70,15/08/2022,Guadalajara,Jalisco,Social Media,TRUE,14/02/2022,Deonna Gifford,40,M,3355778979,email_1017@gmail.com,merchant_name_93,small,NA,0.6
62570i2iy4h313y294x5z8zx,772618496260500,loan_9722900,13/04/2022 12:58,MXN,0.04,7 Live,NA,4,0.4,13/04/2022,558.16,14/06/2022,Chimalhuacán,Estado de México,Social Media,TRUE,13/04/2022,Justin Sanchez,46,H,3342080286,email_1138@gmail.com,merchant_name_413,small,NA,0.5
6079g93z6307g5yig1gz2z85,807343592057752,loan_4262356,13/04/2022 23:08,MXN,0.05,7 Live,NA,6,0.4,13/04/2022,1525.70,NA,Benito Juárez,Quintana Roo,Social Media,TRUE,13/04/2022,Omar De La Rosa,46,H,3376483925,email_2494@gmail.com,merchant_name_76,medium,NA,0.5
