customer_id,merchant_id,loan_id,application_date,currency,transaction_fee,merchant_status,store_id,term,risk_score,disbursed_date,loanamount,paid_date,city,state,channel,is_disbursed,first_vintage_pay,full_name,age,gender,tel_number,email,merchant_name,merchant_size,store_name,fraud_score,dln,recurrence_1,recurrence_2
5yg3zy328985z6y53ghii3xy,522186628800710,loan_8098780,2021-11-27 23:50:00,MXN,0.04,7 Live,nan,12.0,0.5,2021-11-27 00:00:00,4032.78,2022-05-30 00:00:00,Chihuahua,Chihuahua,Social Media,True,2021-11-22 00:00:00,Jacqueline Luna,29,M,3394391849,email_742@gmail.com,merchant_name_2,medium,,0.9,1,2,True
61z2i4339218ihg07hgx8iz5,659541863967870,loan_6022090,2021-11-27 21:21:00,MXN,0.045,7 Live,nan,8.0,0.5,2021-11-27 00:00:00,1072.81,2022-03-28 00:00:00,Victoria,Tamaulipas,Social Media,True,2021-11-27 00:00:00,Michael Sotelo Valencia,65,H,3374048242,email_2721@gmail.com,merchant_name_128,extra-large,,1.0,1,1,False
61909z2y71gxi4144hy01i52,763169811475744,loan_2687566,2021-11-27 22:25:00,MXN,0.0,7 Live,nan,4.0,0.8,2021-11-27 00:00:00,2442.726,2022-01-28 00:00:00,Naucalpan de Juárez,Estado de México,Social Media,True,2021-11-27 00:00:00,Ashley Valenzuela,58,M,3399425895,email_1849@gmail.com,merchant_name_4,small,,0.4,1,1,False
6188gi6x3g3738yi6gzy92h0,761712584434634,loan_5415750,2021-11-27 12:31:00,MXN,0.055,8.2 Churn by merchant,nan,8.0,0.9,2021-11-27 00:00:00,2025.64,2022-03-30 00:00:00,Iztapalapa,Ciudad de México,Social Media,True,2021-11-11 00:00:00,Isabel Clarke,50,M,3367118851,email_12@gmail.com,merchant_name_482,extra-large,,0.8,1,2,True
61z2hi140gii143h83x68iig,311062671139062,loan_7341332,2021-11-27 20:34:00,MXN,0.04,7 Live,nan,4.0,0.4,2021-11-27 00:00:00,516.11,,Mapastepec,Chiapas,Social Media,True,2021-11-27 00:00:00,Daniel Cisneros,23,H,3336570155,email_2097@gmail.com,merchant_name_93,small,,0.2,1,1,False
61z26y642g6h1zh433zz899z,666881560420788,loan_4289144,2021-11-27 11:44:00,MXN,0.04,7 Live,nan,6.0,0.4,2021-11-27 00:00:00,2408.27,2022-02-28 00:00:00,Zapopan,Jalisco,Social Media,True,2021-11-27 00:00:00,Luz Martinez,60,M,3392751246,email_484@gmail.com,merchant_name_57,extra-large,,0.2,1,1,False
618y4h3xh896076928yzixx4,763169811475744,loan_8764248,2021-11-27 15:28:00,MXN,0.0,7 Live,nan,8.0,0.9,2021-11-27 00:00:00,2381.52,2022-03-27 00:00:00,Tecomán,Colima,Social Media,True,2021-11-15 00:00:00,Dieter Corona,56,H,3395753284,email_2800@gmail.com,merchant_name_4,small,,0.6,1,3,True
61z285yzi76896i1057g6h16,721185222700064,loan_7382056,2021-11-27 13:23:00,MXN,0.05,7 Live,nan,8.0,0.5,2021-11-27 00:00:00,1422.55,2022-03-27 00:00:00,Benito Juárez,Tlaxcala,Social Media,True,2021-11-27 00:00:00,Jaymes Vera,58,H,3356045469,email_922@gmail.com,merchant_name_74,large,,0.1,1,1,False
619xi974i6ii115g4i40z4z0,726183834821532,loan_4931842,2021-11-27 15:34:00,MXN,0.043,7 Live,nan,4.0,0.7,2021-11-27 00:00:00,1076.0,2022-01-30 00:00:00,Progreso,Yucatán,Social Media,True,2021-11-27 00:00:00,Cassandra Razo,58,M,3348023544,email_1709@gmail.com,merchant_name_82,small,,0.7,1,1,False
612iz1hy2gi7hiy2hh4iyggi,763169811475744,loan_4436412,2021-11-28 14:22:00,MXN,0.0,7 Live,nan,8.0,0.2,2021-11-28 00:00:00,4032.78,2022-03-29 00:00:00,Heroica Ciudad de Tlaxiaco,Oaxaca,Social Media,True,2021-11-28 00:00:00,Jose Molina,36,H,3389878291,email_628@gmail.com,merchant_name_4,small,,0.1,1,1,False
61z425y6737z6h0z5xy5i34z,666881560420788,loan_7049866,2021-11-28 19:37:00,MXN,0.04,7 Live,nan,12.0,0.2,2021-11-28 00:00:00,3598.2795,2022-05-14 00:00:00,Guaymas,Sonora,Social Media,True,2021-11-28 00:00:00,Sofia Carley,52,M,3337410559,email_1025@gmail.com,merchant_name_57,extra-large,,0.2,1,1,False
61z455hx73hi037g7zh25599,620222386283932,loan_9892006,2021-11-28 22:23:00,MXN,0.04,7 Live,nan,1.0,0.8,2021-11-28 00:00:00,396.61,2021-12-12 00:00:00,San Miguel de Allende,Guanajuato,Social Media,True,2021-11-28 00:00:00,Angel Perkins,33,H,3302059899,email_860@gmail.com,merchant_name_28,large,,0.4,1,1,False
61z44ihg1xh9282y70557477,757411946443882,loan_7071860,2021-11-28 22:10:00,MXN,0.055,7 Live,nan,2.0,0.8,2021-11-28 00:00:00,1390.285,2022-01-15 00:00:00,Atizapán de Zaragoza,Estado de México,Social Media,True,2021-11-28 00:00:00,Camerin Hernandez,59,H,3335119131,email_974@gmail.com,merchant_name_31,large,,0.9,1,1,False
618hi188094737xyx04024h6,522186628800710,loan_6925728,2021-11-28 14:21:00,MXN,0.04,7 Live,nan,8.0,0.6,2021-11-28 00:00:00,3529.8055000000004,2022-03-31 00:00:00,Iztapalapa,Ciudad de México,Social Media,True,2021-11-28 00:00:00,Dalton Moore,31,H,3368112035,email_591@gmail.com,merchant_name_2,medium,,0.1,1,1,False
618yy96hy79hx395z1y40512,773260786809878,loan_2503236,2021-11-28 12:46:00,MXN,0.05,7 Live,nan,3.0,0.5,2021-11-28 00:00:00,392.01,2022-01-15 00:00:00,Morelia,Michoacán de Ocampo,Social Media,True,2021-11-28 00:00:00,Carmen Lucero,28,M,3356289216,email_729@gmail.com,merchant_name_320,large,,0.6,1,1,False
61z3i49yx87g6739h175i71x,774095788843344,loan_2536232,2021-11-28 16:51:00,MXN,0.03,7 Live,2.3215078794802627e+18,8.0,0.7,2021-11-28 00:00:00,4270.03,2022-03-31 00:00:00,Iztapalapa,Ciudad de México,Organic,True,2021-11-28 00:00:00,Alejandro Herrera Bustillos,21,H,3351921507,email_2453@gmail.com,merchant_name_73,small,store_name_75,0.2,1,1,False
61z454577yz0i925yz39z81y,522186628800710,loan_8870244,2021-11-28 22:17:00,MXN,0.04,7 Live,nan,12.0,0.2,2021-11-28 00:00:00,3605.73,2022-05-30 00:00:00,Altamira,Tamaulipas,Social Media,True,2021-11-28 00:00:00,Crystal Contreras,57,M,3391304434,email_2718@gmail.com,merchant_name_2,medium,,1.0,1,1,False
6191h0xh953g1i1gx8145010,615680819077994,loan_7914120,2021-11-28 14:26:00,MXN,0.0,7 Live,2.3191189586408325e+18,4.0,0.4,2021-11-28 00:00:00,3353.7586999999994,2022-01-25 00:00:00,Santa Catarina,Nuevo León,Organic,True,2021-11-24 00:00:00,Danny Hulett,57,H,3356811847,email_2412@gmail.com,merchant_name_26,small,store_name_158,0.3,1,2,True
61z4112hy0h54ghg95g2h4y4,522186628800710,loan_5895228,2021-11-28 17:41:00,MXN,0.04,7 Live,nan,8.0,0.5,2021-11-28 00:00:00,3582.0,2022-03-31 00:00:00,Medellín de Bravo,Veracruz,Social Media,True,2021-11-28 00:00:00,Jimena Armas,21,M,3350126002,email_1641@gmail.com,merchant_name_2,medium,,0.9,1,1,False
61z3iy81xig7y845z3731zix,311062671139062,loan_3614778,2021-11-28 16:02:00,MXN,0.04,7 Live,2.3191189569127793e+18,6.0,0.8,2021-11-28 00:00:00,1665.2614,2022-02-24 00:00:00,San Pedro Tlaquepaque,Jalisco,Organic,True,2021-11-28 00:00:00,Daniela Herrera Baltazar,62,M,3356067203,email_1205@gmail.com,merchant_name_93,small,store_name_80,0.1,1,1,False
61z333x1x586xgz7058zi253,522186628800710,loan_1059282,2021-11-28 02:02:00,MXN,0.04,7 Live,nan,4.0,0.8,2021-11-28 00:00:00,4150.926,2021-12-13 00:00:00,Villa Hidalgo,Jalisco,Social Media,True,2021-11-28 00:00:00,Daniel Gutierrez,19,H,3361706315,email_433@gmail.com,merchant_name_2,medium,,0.2,1,1,False
61731y6zz3gi8gzhi15zhx23,716945251115144,loan_9389614,2021-11-28 17:24:00,MXN,0.04,7 Live,nan,8.0,0.7,2021-11-28 00:00:00,2086.851,2022-03-28 00:00:00,Guadalajara,Jalisco,Social Media,True,2021-10-22 00:00:00,Ashley Arriaga,41,M,3311616833,email_200@gmail.com,merchant_name_10,small,,0.3,1,2,True
61z3i6hyx1494hz1h5ig0119,522186628800710,loan_8272490,2021-11-28 15:38:00,MXN,0.04,7 Live,nan,8.0,0.5,2021-11-28 00:00:00,3629.4505,2022-02-28 00:00:00,Victoria,Tamaulipas,Social Media,True,2021-11-28 00:00:00,Selena Cruz-Garcia,54,M,3382144418,email_1490@gmail.com,merchant_name_2,medium,,0.4,1,1,False
61z3hi196x4g15537753yyhh,676956370903276,loan_3759668,2021-11-28 14:09:00,MXN,0.055,7 Live,nan,8.0,0.3,2021-11-28 00:00:00,919.58,2022-03-30 00:00:00,Mazatlán,Sinaloa,Social Media,True,2021-11-28 00:00:00,Nicolas Lopez,28,H,3350955082,email_288@gmail.com,merchant_name_642,large,,1.0,1,1,False
61z40798zh957h0gi627iigy,522186628800710,loan_4696750,2021-11-28 16:50:00,MXN,0.04,7 Live,nan,8.0,0.3,2021-11-28 00:00:00,5839.27,,Guadalajara,Jalisco,Social Media,True,2021-11-28 00:00:00,Andres Delgado,31,H,3301450065,email_515@gmail.com,merchant_name_2,medium,,0.7,1,1,False
61z436h6yg2834h2g3620460,522186628800710,loan_2387160,2021-11-28 20:11:00,MXN,0.04,7 Live,nan,8.0,0.4,2021-11-28 00:00:00,4032.78,2022-04-02 00:00:00,Salvador Alvarado,Sinaloa,Social Media,True,2021-11-28 00:00:00,Sylvia Tarango-Garcia,52,M,3368789340,email_1277@gmail.com,merchant_name_2,medium,,0.3,1,1,False
61z443h1h32yyx679xhyhz38,522186628800710,loan_5762108,2021-11-28 21:36:00,MXN,0.04,7 Live,nan,8.0,0.2,2021-11-28 00:00:00,3544.04,2022-01-30 00:00:00,El Marqués,Queretaro de Arteaga,Social Media,True,2021-11-28 00:00:00,Ashley Ramirez Rubio,31,M,3390431660,email_1064@gmail.com,merchant_name_2,medium,,0.3,1,1,False
619x9yy929809x7h2y6gxgy8,311062671139062,loan_6275176,2021-11-28 17:51:00,MXN,0.04,7 Live,nan,4.0,0.9,2021-11-28 00:00:00,1189.62,2022-01-28 00:00:00,Culiacán,Sinaloa,Social Media,True,2021-11-28 00:00:00,Maira Escarcega,57,M,3382671412,email_1446@gmail.com,merchant_name_93,small,,0.1,1,1,False
61z3h5zx471928hh74xg33y8,522186628800710,loan_7686700,2021-11-28 13:38:00,MXN,0.04,7 Live,nan,4.0,0.8,2021-11-28 00:00:00,3605.73,2022-01-26 00:00:00,Canatlán,Durango,Social Media,True,2021-11-28 00:00:00,Lizeth Hernandez,29,M,3392096386,email_2372@gmail.com,merchant_name_2,medium,,0.1,1,1,False
61z3g6zh9ig4540i65gz4zg6,748011781366890,loan_3253484,2021-11-28 11:08:00,MXN,0.0,7 Live,2.321507877718655e+18,2.0,0.8,2021-11-28 00:00:00,6569.27,2021-12-31 00:00:00,Zamora,Michoacán de Ocampo,Organic,True,2021-11-28 00:00:00,Ulysses Rocha-Hinojoso,55,H,3358669895,email_1846@gmail.com,merchant_name_15,medium,store_name_101,0.3,1,1,False
619gy726x07548391z3zgz8z,158823646240768,loan_1312990,2021-11-28 19:39:00,MXN,0.025,7 Live,nan,6.0,0.6,2021-11-28 00:00:00,2548.5,,Boca del Río,Veracruz,Social Media,True,2021-11-28 00:00:00,Jorge Jimenez,33,H,3318707884,email_2897@gmail.com,merchant_name_18,medium,,0.7,1,1,False
61z42990i8hi55y9669246x3,763169811475744,loan_5220878,2021-11-28 19:14:00,MXN,0.0,7 Live,nan,8.0,0.5,2021-11-28 00:00:00,2514.3755,2022-03-31 00:00:00,Nezahualcóyotl,Estado de México,Social Media,True,2021-11-28 00:00:00,Karen Nunez,23,M,3352463530,email_131@gmail.com,merchant_name_4,small,,0.8,1,1,False
61z44686i1z48hhzigg2y58g,615284927111912,loan_1693382,2021-11-28 21:22:00,MXN,0.055,7 Live,nan,2.0,0.7,2021-11-28 00:00:00,1322.15,2021-12-13 00:00:00,Mérida,Yucatán,Social Media,True,2021-11-28 00:00:00,Valeria Solano,18,M,3375153725,email_1184@gmail.com,merchant_name_56,medium,,0.3,1,1,False
61z3ig821i823157h632794g,773930457768280,loan_5234672,2021-11-28 15:58:00,MXN,0.055,8.1 Cancelled by Kueski,nan,6.0,0.5,2021-11-28 00:00:00,1203.77,2022-02-28 00:00:00,Miacatlán,Morelos,Social Media,True,2021-11-28 00:00:00,Eilex Villegas,47,M,3386644291,email_256@gmail.com,merchant_name_41,small,,0.1,1,1,False
6138h59423yhz550y6ixz734,748011781366890,loan_8568996,2021-11-28 14:50:00,MXN,0.0,7 Live,2.3215078786749563e+18,8.0,0.6,2021-11-28 00:00:00,3558.28,,Nezahualcóyotl,Estado de México,Organic,True,2021-11-28 00:00:00,Samantha Marez,65,M,3392423166,email_2112@gmail.com,merchant_name_15,medium,store_name_33,0.8,1,1,False
61z3g5xi8xy7184603277i3h,522186628800710,loan_2406256,2021-11-28 11:01:00,MXN,0.04,7 Live,nan,8.0,0.6,2021-11-28 00:00:00,1678.27,2022-03-31 00:00:00,Benito Juárez,Ciudad de México,Social Media,True,2021-11-28 00:00:00,Ryan Chea,32,H,3311132738,email_395@gmail.com,merchant_name_2,medium,,0.7,1,1,False
61z3h3xyx619579hi0991516,522186628800710,loan_1655924,2021-11-28 15:26:00,MXN,0.04,7 Live,nan,8.0,0.5,2021-11-28 00:00:00,4658.64,2022-03-31 00:00:00,Tlalmanalco,Estado de México,Social Media,True,2021-11-28 00:00:00,Wilkins-Felipe Estrada,34,H,3384437551,email_789@gmail.com,merchant_name_2,medium,,0.6,1,1,False
61z347z9277y7h5423y401h8,522186628800710,loan_8106568,2021-11-28 12:34:00,MXN,0.04,7 Live,nan,8.0,0.3,2021-11-28 00:00:00,3747.601,,Juárez,Nuevo León,Social Media,True,2021-11-28 00:00:00,Demika Sanchez,43,M,3315154840,email_1006@gmail.com,merchant_name_2,medium,,0.5,1,1,False
61z3228i2y00i3zy71h4xh71,522186628800710,loan_2547626,2021-11-28 00:32:00,MXN,0.04,7 Live,nan,8.0,0.7,2021-11-28 00:00:00,4150.926,2022-03-29 00:00:00,Valle de Chalco Solidaridad,Estado de México,Social Media,True,2021-11-28 00:00:00,Celeste Montour,61,M,3363289144,email_371@gmail.com,merchant_name_2,medium,,0.8,1,1,False
619223x49h32ghz1h760gxxy,767321425846918,loan_3600982,2021-11-28 00:38:00,MXN,0.055,7 Live,nan,6.0,0.8,2021-11-28 00:00:00,1695.98,2022-03-10 00:00:00,Mulegé,Baja California Sur,Social Media,True,2021-11-15 00:00:00,Joshua Garcia,65,H,3377853337,email_463@gmail.com,merchant_name_587,medium,,0.8,1,2,True
61z414g5g6h666x328hh03iy,522186628800710,loan_6582246,2021-11-28 19:23:00,MXN,0.04,7 Live,nan,6.0,0.9,2021-11-28 00:00:00,6413.78,2022-02-15 00:00:00,Querétaro,Queretaro de Arteaga,Social Media,True,2021-11-28 00:00:00,Samantha Saenz,26,M,3326112908,email_612@gmail.com,merchant_name_2,medium,,0.5,1,1,False
61z39zixxi625y7iy3315z93,522186628800710,loan_3708002,2021-11-28 09:35:00,MXN,0.04,7 Live,nan,4.0,0.8,2021-11-28 00:00:00,3890.4255,2022-01-26 00:00:00,Manzanillo,Colima,Social Media,True,2021-11-28 00:00:00,Adrian Tekansik,49,H,3381444767,email_2527@gmail.com,merchant_name_2,medium,,0.8,1,1,False
618x332y122yzg0566h48z11,522186628800710,loan_5260514,2021-11-28 16:45:00,MXN,0.04,7 Live,nan,8.0,0.8,2021-11-28 00:00:00,3341.43,2021-12-06 00:00:00,Ensenada,Baja California,Social Media,True,2021-11-12 00:00:00,Erika Robinson,54,M,3344264782,email_1717@gmail.com,merchant_name_2,medium,,0.8,1,3,True
618ghx89xg141g45656ix715,763169811475744,loan_5753240,2021-11-28 12:21:00,MXN,0.0,7 Live,nan,8.0,0.4,2021-11-28 00:00:00,3321.03,2022-03-30 00:00:00,Coatzacoalcos,Veracruz,Social Media,True,2021-11-10 00:00:00,Grace Gonzalez,38,M,3347224084,email_1698@gmail.com,merchant_name_4,small,,0.8,1,2,True
61z43zh62268208gi7117078,726183834821532,loan_6431710,2021-11-28 21:09:00,MXN,0.043,7 Live,nan,8.0,0.7,2021-11-28 00:00:00,864.5900999999999,,Navolato,Sinaloa,Social Media,True,2021-11-28 00:00:00,Jeremy Casillas,65,H,3337104016,email_561@gmail.com,merchant_name_82,small,,1.0,1,1,False
61z423iz211488g6h7g75z7g,601517870817972,loan_8812160,2021-11-28 19:00:00,MXN,0.05,7 Live,2.32510070673988e+18,4.0,0.9,2021-11-28 00:00:00,720.29,2022-01-27 00:00:00,Zempoala,Hidalgo,Organic,True,2021-11-28 00:00:00,Anthony Creasman,25,H,3396572204,email_2899@gmail.com,merchant_name_147,small,store_name_147,0.1,1,1,False
619hhi2606x5x3381z67x2h0,773233238621096,loan_3329304,2021-11-28 06:42:00,MXN,0.055,7 Live,nan,4.0,0.3,2021-11-28 00:00:00,750.4399999999999,2022-02-06 00:00:00,Juan Rodríguez Clara,Veracruz,Social Media,True,2021-11-28 00:00:00,Luis Valdez,57,H,3382889270,email_2524@gmail.com,merchant_name_525,large,,0.4,1,1,False
6191z539i325i41ziih90306,311062671139062,loan_6410536,2021-11-28 23:39:00,MXN,0.04,7 Live,nan,8.0,0.8,2021-11-28 00:00:00,1000.1,2022-03-14 00:00:00,Guadalajara,Jalisco,Social Media,True,2021-11-14 00:00:00,Maya Deherrera,25,M,3312841752,email_2068@gmail.com,merchant_name_93,small,,0.8,1,2,True
6198252i5y0z5x44hi505358,522186628800710,loan_0654586,2021-11-28 21:47:00,MXN,0.04,7 Live,nan,8.0,0.8,2021-11-28 00:00:00,6131.27,2022-02-27 00:00:00,Zitácuaro,Michoacán de Ocampo,Social Media,True,2021-11-19 00:00:00,Brittany Fierro,44,M,3382903981,email_618@gmail.com,merchant_name_2,medium,,0.7,1,3,True
61z2g54y2500i461xi69y1gh,522186628800710,loan_9641966,2021-11-28 21:18:00,MXN,0.04,7 Live,nan,4.0,0.8,2021-11-28 00:00:00,3396.0,2021-12-05 00:00:00,Ecatepec de Morelos,Estado de México,Social Media,True,2021-11-28 00:00:00,Toneray Menchaca,47,H,3361940066,email_2106@gmail.com,merchant_name_2,medium,,0.1,1,1,False
61946172xz944xxz4y88g2x6,666881560420788,loan_6962450,2021-11-27 23:46:00,MXN,0.04,7 Live,nan,8.0,0.2,2021-11-28 00:00:00,3788.408,2022-03-30 00:00:00,Acapulco de Juárez,Guerrero,Social Media,True,2021-11-28 00:00:00,Kody Servey,52,H,3362682758,email_2861@gmail.com,merchant_name_57,extra-large,,0.9,1,1,False
61z1186847y5807x2ggy2i87,522186628800710,loan_0478164,2021-11-28 15:41:00,MXN,0.04,7 Live,nan,8.0,0.7,2021-11-28 00:00:00,6569.27,2022-04-01 00:00:00,Querétaro,Queretaro de Arteaga,Social Media,True,2021-11-26 00:00:00,Nathan Vazquez Luna,18,H,3335431656,email_2585@gmail.com,merchant_name_2,medium,,1.0,1,2,True
61107zg1y894i71ig54gziih,522186628800710,loan_3175696,2021-11-28 20:42:00,MXN,0.04,7 Live,nan,8.0,0.8,2021-11-28 00:00:00,4032.78,2022-02-01 00:00:00,San Juan Bautista Tuxtepec,Oaxaca,Social Media,True,2021-11-28 00:00:00,Sergio Castro,35,H,3307321684,email_2734@gmail.com,merchant_name_2,medium,,0.5,1,1,False
61946172xz944xxz4y88g2x6,666881560420788,loan_3078920,2021-11-28 17:07:00,MXN,0.04,7 Live,nan,8.0,0.2,2021-11-28 00:00:00,3629.52,2022-03-30 00:00:00,Acapulco de Juárez,Guerrero,Social Media,True,2021-11-28 00:00:00,Kody Servey,52,H,3362682758,email_2861@gmail.com,merchant_name_57,extra-large,,0.5,1,2,True
61z3i50z30371ygg68i372z4,522186628800710,loan_8050566,2021-11-28 15:30:00,MXN,0.04,7 Live,nan,4.0,0.7,2021-11-28 00:00:00,3605.73,2022-01-29 00:00:00,Santa Catarina,Nuevo León,Social Media,True,2021-11-28 00:00:00,Larissa Roel,49,M,3311816530,email_1840@gmail.com,merchant_name_2,medium,,0.9,1,1,False
618g3h2hg898i7h0y188h71z,763169811475744,loan_6234050,2021-11-29 22:34:00,MXN,0.0,7 Live,nan,8.0,0.7,2021-11-29 00:00:00,2580.331,2021-12-08 00:00:00,Álvaro Obregón,Ciudad de México,Social Media,True,2021-11-12 00:00:00,Jaqueline Ayala,53,M,3375825100,email_1533@gmail.com,merchant_name_4,small,,0.4,1,2,True
61z5gg200hgh1y6933204i01,482779750212884,loan_4428062,2021-11-29 23:48:00,MXN,0.04,7 Live,nan,8.0,0.7,2021-11-29 00:00:00,1469.53,2022-04-01 00:00:00,Tonalá,Jalisco,Social Media,True,2021-11-29 00:00:00,Daniel Lester,51,H,3378550271,email_824@gmail.com,merchant_name_229,extra-large,,0.7,1,1,False
61z56y3gh93185i8838416g4,522186628800710,loan_7445194,2021-11-29 18:15:00,MXN,0.04,7 Live,nan,8.0,0.8,2021-11-29 00:00:00,6569.27,2022-02-25 00:00:00,Victoria,Tamaulipas,Social Media,True,2021-11-29 00:00:00,Zuri Alvarez-Estrada,37,M,3357535697,email_684@gmail.com,merchant_name_2,medium,,0.4,1,1,False
618y577hh637y2792g326441,748005808677982,loan_1667436,2021-11-29 22:06:00,MXN,0.055,7 Live,nan,4.0,0.8,2021-11-29 00:00:00,521.48,2022-02-05 00:00:00,Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,Social Media,True,2021-11-10 00:00:00,Linda Jacquez,43,M,3364894153,email_2346@gmail.com,merchant_name_481,small,,0.6,1,4,True
6190538z9i577g562y75108i,748011781366890,loan_8615590,2021-11-29 14:38:00,MXN,0.0,7 Live,nan,2.0,0.5,2021-11-29 00:00:00,5620.34,2021-12-22 00:00:00,Coacalco de Berriozábal,Estado de México,Social Media,True,2021-11-29 00:00:00,Frank Crespo,29,H,3300783213,email_1426@gmail.com,merchant_name_15,medium,,0.4,1,1,False
61z56209239y2872x5z70z53,522186628800710,loan_5229908,2021-11-29 17:28:00,MXN,0.04,7 Live,nan,8.0,0.3,2021-11-29 00:00:00,3502.76,2022-03-17 00:00:00,Ecatepec de Morelos,Estado de México,Social Media,True,2021-11-29 00:00:00,Austin Lujan,51,H,3352128983,email_146@gmail.com,merchant_name_2,medium,,0.9,1,1,False
61z59y01iy265yxi16gx5y12,482323602874368,loan_9059384,2021-11-29 21:39:00,MXN,0.0549,7 Live,nan,2.0,0.8,2021-11-29 00:00:00,1037.31,2021-12-26 00:00:00,San Nicolás de los Garza,Nuevo León,Social Media,True,2021-11-29 00:00:00,Jesus Gonzalez,24,H,3319487983,email_915@gmail.com,merchant_name_66,large,,0.8,1,1,False
61z536715xx0zh21y056y019,522186628800710,loan_5789226,2021-11-29 14:39:00,MXN,0.04,7 Live,nan,4.0,0.5,2021-11-29 00:00:00,4270.03,2022-01-15 00:00:00,San Pedro Garza García,Nuevo León,Social Media,True,2021-11-29 00:00:00,James Vasquez,21,H,3373764733,email_2142@gmail.com,merchant_name_2,medium,,0.2,1,1,False
61z5z0z92hz048959h16iiiy,763169811475744,loan_7512632,2021-11-29 21:55:00,MXN,0.0,7 Live,nan,8.0,0.4,2021-11-29 00:00:00,3368.48,2022-03-31 00:00:00,Poza Rica de Hidalgo,Veracruz,Social Media,True,2021-11-29 00:00:00,Ivan Anaya,30,H,3344626446,email_2714@gmail.com,merchant_name_4,small,,0.3,1,1,False
615y6392h8884zz075z33561,397210688954500,loan_3954078,2021-11-29 19:15:00,MXN,0.04,7 Live,nan,2.0,0.8,2021-11-29 00:00:00,443.22,2021-12-14 00:00:00,Comalcalco,Tabasco,Social Media,True,2021-10-05 00:00:00,Chantel Rodriguez,46,M,3338879861,email_1794@gmail.com,merchant_name_42,large,,0.1,1,2,True
61z049z2632z57ygy575853x,505218538414430,loan_0651700,2021-11-29 22:38:00,MXN,0.045,7 Live,nan,2.0,0.9,2021-11-29 00:00:00,906.53,2021-12-29 00:00:00,Ixtapaluca,Estado de México,Social Media,True,2021-11-25 00:00:00,Jose Molina,39,H,3373476193,email_1019@gmail.com,merchant_name_103,extra-large,,0.5,1,2,False
619471zxiz8zxgz5h636zg43,672625668141222,loan_8631678,2021-11-29 23:02:00,MXN,0.055,7 Live,nan,6.0,0.9,2021-11-29 00:00:00,1191.7760999999998,2022-02-07 00:00:00,San Pablo Etla,Oaxaca,Social Media,True,2021-11-16 00:00:00,Aime Cabral,38,M,3368451262,email_2239@gmail.com,merchant_name_134,extra-large,,0.7,1,3,True
61z43y94z7h3340831y2zyh0,522186628800710,loan_2645594,2021-11-29 09:33:00,MXN,0.04,7 Live,nan,12.0,0.5,2021-11-29 00:00:00,3415.451,2022-05-02 00:00:00,Tlajomulco de Zúñiga,Jalisco,Social Media,True,2021-11-29 00:00:00,Dominick Cuevas,29,H,3326082753,email_483@gmail.com,merchant_name_2,medium,,0.8,1,1,False
619h34667z46y0ig915117x0,763169811475744,loan_2039450,2021-11-29 18:51:00,MXN,0.0,7 Live,nan,2.0,0.8,2021-11-29 00:00:00,4032.78,2021-11-30 00:00:00,Motul,Yucatán,Social Media,True,2021-11-24 00:00:00,Emily Gonzalez,41,M,3334077635,email_632@gmail.com,merchant_name_4,small,,0.7,1,3,True
618gi228i5z9xih1yh3h4h88,664513565434402,loan_0877944,2021-11-29 15:22:00,MXN,0.055,7 Live,nan,8.0,0.5,2021-11-29 00:00:00,4972.91,,Reynosa,Tamaulipas,Social Media,True,2021-11-10 00:00:00,Jennifer Velasquez,28,M,3341747138,email_2368@gmail.com,merchant_name_216,extra-large,,1.0,1,2,True
61z59023h10129902h4y2680,717496734982638,loan_5317168,2021-11-29 20:44:00,MXN,0.0,7 Live,nan,6.0,0.7,2021-11-29 00:00:00,1350.5,2022-02-11 00:00:00,Comondú,Baja California Sur,Social Media,True,2021-11-29 00:00:00,Katelyn Ford,52,M,3345030818,email_2839@gmail.com,merchant_name_29,extra-large,,0.3,1,1,False
61z55gii7g8hxzx65237zz63,158823646240768,loan_7646314,2021-11-29 17:11:00,MXN,0.025,7 Live,nan,6.0,0.4,2021-11-29 00:00:00,3026.13,2022-03-01 00:00:00,Mérida,Yucatán,Social Media,True,2021-11-29 00:00:00,Alfredo Malone,26,H,3335848309,email_2224@gmail.com,merchant_name_18,medium,,0.1,1,1,False
61z5z69933ixxhiy575zg2g2,773268462386074,loan_8916534,2021-11-29 22:20:00,MXN,0.05,5.2 Hold by Merchant,nan,8.0,0.9,2021-11-29 00:00:00,1422.77,2022-03-30 00:00:00,Zapopan,Jalisco,Social Media,True,2021-11-29 00:00:00,Ramiro Roman-Cervantes,52,H,3303309497,email_379@gmail.com,merchant_name_452,small,,1.0,1,1,False
61z5350y34909x14g65g0y53,522186628800710,loan_8620160,2021-11-29 14:29:00,MXN,0.04,7 Live,nan,8.0,0.5,2021-11-29 00:00:00,2007.5,2022-02-09 00:00:00,Chilapa de Álvarez,Guerrero,Social Media,True,2021-11-29 00:00:00,Allison Galicia,37,M,3357147883,email_1439@gmail.com,merchant_name_2,medium,,0.3,1,1,False
